717,Bizzy B
718,Courtney Barnett
719,Depeche Mode
720,Fat Lip
721,The Herbaliser Featuring What? What?
722,J Majik
723,J.V.C. F.O.R.C.E.
724,Jamal 
725,Johnny Jungle
726,Omni Trio
727,Pras Michel
728,Mr. Fingers
729,Orlando Voorn
730,Rhythm Of Paradise
731,Posthuman
732,JC Williams
733,Freddy Fresh
734,Brian Harden
735,Gianluca Rattalino
736,Krystal Klear
737,Sebb Junior
738,Steve Murphy / DJ Octopus 
739,Chris Brann
740,DJ Skull
741,Interpol
742,Cassy
743,Desos
744,Paul Mix & Freddy Fresh
745,The Vanden Plas
746,Derrick Carter / Red Nail
747,Quad City DJ's
748,Destiny's Child
749,Stacey Q
750,Eradicator
751,The Uptown Funksters
752,Home & Garden Present Nkemdi Amadiume
753,Hesohi
754,Dave Angel
755,Jungle Brothers
756,Johnny Fiasco
757,DJ Rhythm
758,Tha Alkaholiks
759,Bob James & Earl Klugh
760,MF Doom And Madlib / Madvillain
761,Herb Alpert
762,The O'Jays
763,The Todd Terry Project
764,Duran Duran
765,Wham!
766,James Ingram
767,Ben Wa
768,2Pac
769,Dr. Dre Featuring Knoc-Turn'al
770,Wildchild 
771,Jamiroquai
772,Greater Than One
773,BRS
774,Jordan Fields
775,Stasis
776,High-Life
777,Kon
778,DJ Speedsick
779,Zopelar
780,DJ Dez
781,Omar-S & Brian Kage
782,A Drummer From Detroit
783,Jordan Zawideh
784,The Fantasy 
785,Gay Marvine
786,Keith Tucker
787,E-GZR
788,O B Ignitt & Brian Kage
789,Michael Knight 
790,Masters At Work Featuring Xaviera Gold
791,Dee Vious
792,Criminal House
793,Matthew Herbert
794,Peter Funk
795,OutKast
796,DJ Pierre
797,Warp 9
798,User 
799,Hooverphonic
800,Gene Hunt
801,CyBin
802,Benga & Coki
803,Leftfield
804,Dis 'N' Dat
805,95 South
806,Dr. Dre / Showbiz & A.G. / Soul II Soul
807,Porter Ricks
808,DJ Koze
809,Motor City Drum Ensemble
810,Helena Hauff
811,VIC 20
812,Q'D'
813,The Vision
814,Myungho Choi / Stewart Brown
815,M.I.S.T.
816,G. Rapp. One & Genji Siraisi
817,Machine Featuring Stovaletti
818,Sunshine Jones
819,Major Rush
820,Mousse T.
821,Pascal
822,The Underwolves
823,DJ Icey
